review,sentiment
"From the start this film drags and drags. Clumsy overdubs explaining the history, monochrome acting, boring sets, total lack of any humanity, verve or style. The actors look as if they are drugged. Potentially an interesting story completely wasted. Surely somebody realised how bad it was at some point in producing it?",negative
"As a long-time fan of all the Star Trek series,I found this a disappointing episode, and I wonder if the liberal use of ""flashbacks"" featuring Will Riker's exploits, both positive (and largely romantic) and negative (lots of pain, and a crewmate's death)was a money-saving device, as were many of their ""bottle shows"" (episodes in which all scenes take place on the Enterprise). Diana Muldaur(who also appeared at least twice on the original series) deserved a better final appearance than this for her character, Dr. Kate Pulaski. Loyal viewers (in the Star Trek world, is there any other kind?) also were shortchanged. This was the last episode of second season; thus, the season ended ""not with a bang"" but with ""a whimper.""",negative
"Hammerhead is a combination between the mad scientist and killer shark movie genres. In a bit of type-casting, Jeffrey Combs plays the aforementioned mad scientist who develops a human/hammerhead shark creature. Bizarrely, this being is in fact his son, who he has turned into this monster to prevent him dying from cancer. Or something.<br /><br />A group of associates are invited to the scientist's private island. They end up being used as shark bait or shark mate. For some unknown reason the head of IT has been brought along as part of this team. Who knows why? Luckily, he turns out to be a resourceful, if somewhat overweight, Ramboesque hero. I'm working on the assumption that he learnt how to handle an assault rifle as part of his day job working in 1st line support. A normal day for this IT man presumably involves fixing someone's network connection followed by a call to gun down gun-toting evil-doers. Or perhaps a call to fix someone's PC has to be scheduled between physical confrontations with land-based human-shark hybrids? Anyway, he's amazing and saves the day. He even get's the girl.<br /><br />The shark-man is a slightly lame creation but OK, I guess, judging by the effects in general in this film. And the movie moves on at a decent pace. It's complete hokum of course but if you buy a movie called Hammerhead and expect it to be a complex drama about the emotional conflicts experienced by a man turned into a land-based killer fish, then really you have no one to blame but yourself. As it is, there are guns, gore, girls and possibly even an exploding helicopter. It's rubbish but not as bad as some might say.",negative
"In fact, parts of it I liked a lot. It had some interesting twists. But it just left me with a been there, seen that feeling after all of the SAW movies. Granted the ending was different from a typical Saw, but let's face it...a group of guys, unknown to each other (or so they believe) tossed together in an abandoned chemical factory....<br /><br />But then it loses something. There's no intensity, there's poor group dynamic, there's no sense of urgency.<br /><br />Some nice twists at the end, and definitely worth a watch if there's nothing else on your plate, but it just left me empty...it passed the time, but it didn't satisfy.",negative
"""The Garden of Allah"" was one of the first feature length, 3-strip Technicolor films. To correct a previous poster the first Technicolor feature (after Disney's 5-year exclusivity deal) was 1935's ""Becky Sharp"" which was a costume drama that used the color for it's garish color costumes.<br /><br />""The Garden of Allah"" looks as if it could have been shot years later as the cinematography uses not only the color but also the use of shadows. It must have been amazing for an audiences at the time to see a color feature after seeing basically only black and white films for their whole life. Unfortunately, the film does not stand up to the cinematography. That being said, the film is worth seeing just as a visual treat.",positive
"It's awesome! In Story Mode, your going from punk to pro. You have to complete goals that involve skating, driving, and walking. You create your own skater and give it a name, and you can make it look stupid or realistic. You are with your friend Eric throughout the game until he betrays you and gets you kicked off of the skateboard team(you can pick a team to be on) and you then start your own team! There are many levels like New Jersey, Manhattan, and even School II(not part of story mode though) from Tony Hawk's Pro Skater 2. You can unlock secret skaters like Iron Man, Gene Simmons, and another skater. You can create your own goals like SKATE letters, COMBO letters, Tricktris, Gap, and much more. You can create the goal pedestrian and write what they speak. If you get bored of doing that, you can do the premade goals in premade parks. The only thing I didn't like about this game was that sometimes it was hard to drive the cars. 9/10.",positive
"There's a part of me that would like to give this movie a high rating. Considering that it was made in 1953, this is a very courageous movie about transvestites, tackling the issue fairly seriously and sympathetically (and offering the viewer a lot of information on the subject) and trying very hard not to stereotype. The movie clearly makes the point that transvestites are not homosexuals, and that aside from wearing women's clothing they lead a relatively normal life. It deals with the pain of not being accepted in society - the plot revolves around a police officer (Lyle Talbot) desperately trying to understand the issue because of the recent suicide of a transvestite. So, you have to give everyone involved with this movie credit for taking on such a controversial (in the context of 1953) subject.<br /><br />Having said all that, I'm also sorry to say that this movie is absolutely dreadful. In trying to portray Glen/Glenda's (Edward D. Wood) pain, the movie falls into silly (and at times surprisingly - again given the era - sensual) fantasies that make the story very hard to follow. The acting is wooden at best. None of the dialogue comes across as real; the actors look and sound like people reading speeches written by others. And - worst of all - there was no point to having Bela Lugosi in this movie. This was another of the increasingly embarrassing roles this poor man took on in the latter stages of his career. ""Pull the strings; pull the strings,"" poor Lugosi's character (called The Spirit in the credits, but really coming across as more of a mad scientist) kept crying. And nothing he did really seemed to have much connection with the rest of the movie.<br /><br />For artistic merit, the movie doesn't really deserve much more than 1/10. However, for the courage involved in just putting it out, I'll give it a 3/10.",negative
"This is a very sad movie. Really. Nothing happens in this movie. The Script is bad!!! I guess they've just copy-paste the first 15 pages to 90 pages. The Producers must have thought let's create a Hollywood movie here in Belgium. They didn't succeed. Now in the third week it is only running in Antwerp and Brussels at 22h45 or something. In the past we have had really good movies in Belgium, like Daens. Shades is a waste of your time. Maybe you could sneak in the theater after you've seen a real movie. If you've seen 10 minutes of Shades, you've seen it all. It was advertised to death on local radio and TV. I hope it will disappear in the Shades soon.",negative
"I should have known when I heard Anne Rice left the project that the movie would disappoint me. I couldn't have predicted that years after it's release just thinking about the movie still makes me angry. The novels are amazing, and while I understand much gets lost in the translation to screen, this movie was a great big middle finger to her original work. I hope one day someone tries again, the right way, starting with The Vampire Lestat. They change the roles and looks of major and minor characters alike for no good reason. They destroy Lestat's history. The acting of the Queen is exaggerated to the point of comedy, but I just can't bring myself to laugh. The charm and allure of the novels just isn't there. The movie is a bad excuse to cram as many musicians and ""dark"" imagery as possible into one movie, hoping the teeny Goths of America would lap it up. Part of the appeal of the first movie, of Louis' story, is that he is caught between his humanity and his curse. Lestat is supposed to take over and display the magic and excitement of the vampire world. Thank goodness I read the books first, or I'd have never touched them after this movie.",negative
"OK, imagine that every state in the US, nay, every country has exactly the same trees growing and ground foliage. Imagine, also, that a monkey-trapper's camp so far off the beaten track you had to do the first half of the approach by river has a beautifully tarmac'd, perfectly straight road leading up to it. Imagine a world where you have to wear a full biohazard suit to collect a floppy disk, then you just drop it in a ziploc bag and transfer it to your pocket with no precautions as soon as you get back to the office. A world where two nine-year old girls are happy to give lots of blood without complaining. This is the world this movie is set in.<br /><br />On top of that, it's one of the most cliché-ridden pieces of excrement it's been my misfortune to witness in many a year.<br /><br />I liked it. :)",negative
"First of all I would like to point out that this film has absolutely nothing to see with the Dutch folklore story of the ghost ship that is also called THE FLYING DUTCHMAN. In this film, you will not see a single sailing boat. You will not see sailors, ghosts, or anything remotely exciting. It is not the story of the ghost ship, and I wish they had notified it in the main credits or I wouldn't have watched it, because I really thought it was the film about the legend. It seems many people think the film has to do with the legend of the ghost ship, since the film is listed on the Wikipedia page for the ""Flying Dutchman"" legend... I don't understand why. It is maybe based on the resembling legend called ""The Wandering Jew""? Or maybe did they just adapt the worst parts of the legend? The film begins with a fight sequence that would let anyone hope the film will have battle scenes. Unfortunately, it is the only battle scene of the film. Then you see Daniel Emilfork (who was Krank in City of Lost Children) for about two seconds, and that would let anyone hope the film will have good acting. Unfortunately he is very bad in the film. The same thing can be said about Italian actor Nino Manfredi, who was one of Italia's best actors ever, and who here is condemned to embody a crazy bird wrangler with no back story whose only purpose is to seem to be the ""wise man"" of the film. And boy, does that film need wiseness! Every other character of the story seems to enjoy swimming in excrement, yelling, torturing others (in excrement), fornicating (in excrement) or laying in excrement some more just for the fun of it. It seems to be such fun that each character of the story gets to have his or her turn being dumped in feces at a point or another. Coming from a Dutch director, you might think that extreme dirtiness and shockingly real filth are necessary elements in a period piece, elements which contributed to make Dutch filmmaker Paul Verhoeven's film, ""Flesh + Blood"", such a great film. The thought of ""Flesh + Blood"" would let anyone hope that a film similarly filthy and visually straight-forward would be good. Unfortunately, and unlike ""Flesh + Blood"", there is no dramatic progression, no fights, no good acting, and put simply, no ""Flesh and Blood"". The photography, as the opening sequence unfolds, is well-done and enticing. This too, stops very early in the film. The music, from Nicola Piovani (of ""La vità e bella"" fame) is repetitive and annoying, when not irrelevant (it sometimes implies that there is grandeur in a sequence, while on screen the actors are splashing in liquid dung). Throughout the first ""act"" of the film, which lasts nothing less than an hour (!), the film takes place within the same perimeter, which is around the farm where the main characters live. The characters play with excrement a lot, drown in it, play in it. A long period of time elapses through numerous ellipses to allows the main character, a young boy who loves to play in excrement, to become older and play in excrement some more. The bird-man talks a lot to say foolish things in Italian. Spanish conquistadors speak French. Nothing makes sense. Everything is confused and takes hours to happen. Then there is a second act called ""the Ship"", in which we see what might have been a ship, a long time ago, but which is now remains of a ship (covered with excrement did I mention?). The main character, while walking a bit further away from the farm, just happens to run into it, and decides it's really cool so let's live in it. The hunchback who lived in it before is trying to kill him, but he doesn't really mind because (did I mention?) he's not very bright. He thinks the ship can navigate and hopes to sail on it, until more conquistadors show up (at least they seemed to be conquistadors because of the Don Quixote style hats but as I've said it's really confused who's who), make the Dutchman a prisoner, along with the retarded hunchback, and they burn the ship to the ground. The last part of the film, which is really hard to bear for the spectator because it just consists of even more excrement with even more retarded middle-age peasants fighting in it, takes place in a mad asylum. Yet more torture and drowning each other with feces. Yet more loitering for the director, who seems to have definitely given up on his job, or passed onto the second crew camera assistant to do the rest of the job. In the end, a lot of the mentally-challenged new ""friends"" that the Dutchman made die. The woman he had sex with who was his brother's wife to begin with tries to have him meet his son. The Dutchman and his son talk. The film ends after two hours of dungy images and calamitous acting and technical performances. Then the credits roll and the spectator fells immensely free from having to watch atrocious films with no plot that pretend to be something exciting like fantasy films based on legends, while they are nothing but a mere catalog of how full of excrement some films can get when they don't have enough financing powers to put battles instead or even horses.",negative
"Firstly I loved the book, more so than the more popular Da Vinci Code and although the DVC film was not well received, I liked it and bought the DVD. However, there is no chance that I will ever want to watch Angles and Demons ever again.<br /><br />The film barely resembles the book, in fact only the general premise of the story is there.<br /><br />From the very start of the film I was disappointed, in the book Robert Langdon receives a call and fax from Maximilian Kohler, Director of CERN. Who finds the body of Father (can't remember the name) and then requests Langdon to come, using the super fast plane... In the book the only people who knew about this technology that the Father and Daughter team had created were themselves and the camerlingo... In the film however, there was a massive team involved... so the tension was never there... how did they find out etc.<br /><br />Leaving out or rather changing this whole part of the story was a massive mistake and was in my mind what made it a poor movie... it changed everything that happened from then on, when the Camerlingo was confronted in the pope's locked room, it should have been Maximilian Kohler who shot the video from his wheel chair, the commander rushed in to get the camerlingo but was shot by Olivetti, in the film it was the commander in the room and Olivetti was shot... (err I think I got this right, but I was bored and can't really remember the events in the film)...<br /><br />There was no love interest between Vittoria and Robert and in the book she wasn't at CERN when he arrived and was indeed was flown in from her research work. In the book all four of the preferratti were killed, but in the film the last one of the four survived the fountain. In the book Vittoria was kidnapped and Robert had to rescue her and it was they that killed the Assassin at the Church of the Illuminati, not blown up like he was in the film by the Camerlingo. The bit where Robert was confined under a stone coffin was not there, saved by his Mickey mouse watch alarm. OK in the book we are led to believe that Langdon bailed out of the helicopter, fair enough to say that this was a bit far stretched, but it was important in the film, because he had to race back with the film... There was no mention of how Vittoria and her adopted father became involved, this was also important in getting to know the character of Vittoria.<br /><br />In all one of the worse films I have seen, I would have left early, but my brain went numb and I lost the use of my legs temporarily. A really really reeeeeeaaaaaaalllly poor attempt and not one of Ron Howards finest, in fact, how he will get work again is beyond me!!! I want my money back!!!",negative
"Spinal Tap was funny because if you knew a little about heavy metal, you saw in-jokes all over the place. If you know anything about porn, this mock documentary will leave you cold. Everything in it rings false.<br /><br />Spinal Tap was funny because it took a familiar world and pushed it over the top. This film is decidedly not funny because it paints a picture of how porn is made that bears no relationship to the real world.<br /><br />The acting here is uniformly awful, but that would not matter much if the core idea of the movie were good. But it's not.",negative
"This entry is certainly interesting for series fans (like myself), but yet it is mostly incomprehensible. The plot is confusing, as is the sequel continuity. Some striking effects, to be sure, but we never find out what it all really means.<br /><br />Try to see the ""NC-17"" workprint version which contains the gore that was cut to be re-rated ""R"".",negative
"Of all the kung-fu films made through the 70's and 80's this is one that has developed a real cult following. With the exception of all the films Bruce Lee starred in this is a film that has stood the test of time and its due to the unique story. An aging kung-fu master tells his last pupil Yang Tieh (Sheng Chiang) about five pupils he has trained in the past. All five wore masks and nobody has seen the face of each other and they have all been trained differently. Their specialty in kung-fu is the name they have adopted like Lizard, Snake, Centipede, Toad and Scorpion. The master called them the Poison Clan and he does not know what has happened to them so he wants Tieh to find them and help the ones that are doing good to stop the others that are evil. An old man who was once a member of the Poison Clan has a map to where he has hidden a lot of money and he seems to be a target. Tieh does not know what they look like so he has to mingle in society and try and figure out who they are. Tieh has discovered that the Snake is Hung Wen Tung (Pai Wei) and along with Tang Sen Kue (Feng Lu) who is the Centipede they kill a family to find the map. A map is found by a mystery man who turns out to be the Scorpion but know one knows who he is. A local policeman named Ho Yung Sin (Philip Kwok) investigates the murders along with his partner Ma Chow (Chien Sun). Sin has a friend called Li Ho (Meng Lo) who is the Toad and they do know of each others identity. The Snake bribes the local officials to pin the murders on Li Ho and while he is in prison he is tortured and killed. When Sin finds out he teams up with Tieh and together they go to combat Tung and Kue. <br /><br />This film was directed by Cheh Chang and he was a very special director when it came to these films. Chang was not your run of the mill kung-fu director and his films always had a special quality to them. While most martial arts films deal with revenge Chang did not use that as a central theme. Even though there is some revenge going on later in this story this film is more complex than that. Five men trained by the same master in different ways and wearing masks. Then they are all in the same area and not knowing who the other is. Very unique story makes this film different from all the others and most of Changs stories were in a class all by themselves. I wouldn't exactly put it in the same league as ""Enter The Dragon"" because Bruce Lee was a worldwide icon and the martial arts he exhibited were more authentic looking. This film still has some impossible feats like clinging to sides of walls and all the flipping through the air but this film isn't necessarily about fight scenes. Its more about the intrigue of the story and the characters that are involved. That alone makes this different from all the other kung-fu films. Very well made with a unique story.",positive
"I don't doubt that Victor McLaglen won his Best Actor Oscar for this film by dint of a three way split among the Mutiny on the Bounty leads of Clark Gable, Charles Laughton, and Franchot Tone who were all in the same race. But The Informer is still a fine film because John Ford wouldn't have gotten his first Best Director Oscar if it wasn't. No split involved in his award.<br /><br />The movie and the story by Liam O'Flaherty that it is based on involves a poor simpleton of a man named Gypo Nolan who was once a member of the Irish Republican Army. He was cashiered out of it for some imbecilic stunt he pulled and wants back in. He's down to his last pence and if he can't get back in, wants enough for passage to America. There's a twenty pound reward for information leading to the arrest of a former comrade named Frankie McPhillip played by Wallace Ford. In a moment of weakness he goes to the Black and Tan constabulary and informs on McPhillip.<br /><br />The IRA is pretty anxious to find out who ratted McPhillip out and they're pretty certain it was McLaglen. He hasn't the wit to really cover his own tracks. He does make a feeble effort to implicate another man named Peter Mulligan played by Donald Meek. He also picks up a hanger-on played by J.M. Kerrigan.<br /><br />The whole action of The Informer takes place in 1922 in Dublin from about six in the evening to early the following morning. Of a necessity it is shot in darkness and shadows, making it possibly the first noir thriller. Had it been done post World War II The Informer would have ranked as a great noir classic, like Odd Man Out or the The Third Man which it bares a lot of resemblance to.<br /><br />John Ford knew this world very well. He took some time off during the Rebellion and was in Ireland at the time and had a brother who was in the IRA. His real name before having it anglicized was Sean O'Fiernan.<br /><br />Preston Foster plays the IRA commandant Dan Gallagher. In the book Gallagher is a harder and meaner man than Foster has him here. My guess is that John Ford wanted him as a sympathetic character to give movie fans some rooting interest. He makes it clear that Foster has to eliminate the informer because the Black and Tans will grab him and get quite a bit more out of him and put the whole organization in peril.<br /><br />The IRA trial scene is the highlight of the film. When Foster asks Donald Meek whether he recognizes the authority of their court, Meek ain't in a position to say no. The King's justice and writ does not run here. It graphically illustrates at that point despite occupation by army troops and constabulary, the British are indeed losing their grip on the population.<br /><br />Of course The Informer a rather grim story has its John Ford touches, but rather fewer than you would expect. Even as McLaglen is spending his money on a drunken spree, the IRA is constantly in the shadows watching him and counting every farthing.<br /><br />The Informer is a tale well told about Ireland in a grim and dismal time.",positive
May Contain Spoilers.<br /><br />An innocent trailer park or maybe 'Compton' LA white kid witnesses a terrible childhood tragedy relating to drugs and violence. An unprofessional but dedicated police partners try to take down a 'sophisticated' high end club drug ring only to be fired and chewed out by the the drug lords high priced attorneys. The plot thickens as more people come back to seek vengeance and justice with a predictable ending. The only memorable part was a walk-on by Ron Jeremy.<br /><br />If I was in a movie theater I would have asked for a refund. I feel sorry for the poor actors in this movie. It was just awful and painful to watch. The worst part was the cinematography were the director kept flashing back within the same scene so the sound would not quite match. And NO it was not a codec nor DVD problem but an intentional technique. Ughh. Two Stars.,negative
"I actually didn't start watching the show until it came on FX. I was bored and had nothing to watch and saw that the show's reruns were premiering so i decided to watch it. I was so upset that I had not watched the show when it first aired on t.v. I loved the show so much!Finally a show for everyone to enjoy. I remember Full House and Family Matters and Step by Step and they were okay shows but just not funny enough. They would make dumb jokes and laugh over things that were just plain stupid, but not That 70s Show. That 70s Show was hilarious, smart and so real. I think it was the best show ever made and I'm very sorry that it ended. Although I love this show, I do think it should have ended on the seventh season when Eric and Kelso leave. The last season was just not right, Eric was the main character and the show should have ended when his character leaves. I still love this show and I hope TV starts making more shows like this one.",positive
"This film coincides with Mike Allred's comic book mini-series, ""Red Rocket Seven"" and tells the story of an alien who escaped to Earth to wait for ""Astroesque"" which ties into the book of Revelations and the apocylpse. This is only part of a bigger story (if the movie confuses you, read ""RR7"" too). You can easily tell that Allred is used to telling stories with pictures. The direction is very good and the effects aren't bad for a $500 budget. Unfortunately, Mike used many friends to play the roles and probably didn't have the heart to say that they couldn't act. Also, Mike is not showing his writing skills in this movie. His dialouge spoon-feeds the plot to you and doesn't let you enjoy the characters. This was actually disappointing considering his tremendous writing ability shown in his comic books. 4 out of 10.",negative
